flight/date,flight/status,departure/airport,departure/iata,departure/delay/minutes,departure/scheduled,departure/estimated,departure/actual,arrival/airport,arrival/iata,arrival/scheduled,arrival/delay/minutes,arrival/estimated,arrival/actual,airline/name,airline/iata,airline/icao,flight/number,flight/iata,flight/icao,year,month,day,day/of/week,total/delay/minutes,route,is/delayed
1/8/2022,landed,CARTHAGE,TUN,17,1/8/2022 19:25,1/8/2022 19:42,1/8/2022 19:42,PROVENCE,MRS,1/8/2022 22:00,12,1/8/2022 22:12,1/8/2022 22:12,Tunisair,TU,TAR,928,TU928,TAR928,,,,,,,
1/8/2022,landed,ORLY,ORY,0,1/8/2022 20:30,,,CARTHAGE,TUN,1/8/2022 21:55,0,1/8/2022 21:45,1/8/2022 21:45,Tunisair,TU,TAR,723,TU723,TAR723,,,,,,,
2/8/2022,landed,CARTHAGE,TUN,0,2/8/2022 17:15,,,ABIDJAN FELIX HOUPHOUET BOIGNY INTL,ABJ,2/8/2022 21:30,0,,,Tunisair,TU,TAR,399,TU399,TAR399,,,,,,,
2/8/2022,landed,CARTHAGE,TUN,0,2/8/2022 17:25,,,SENOU,BKO,2/8/2022 21:10,0,,,Tunisair,TU,TAR,395,TU395,TAR395,,,,,,,
2/8/2022,landed,CARTHAGE,TUN,0,2/8/2022 20:00,,,MOHAMMED V INTL,CMN,2/8/2022 22:40,0,,,Tunisair,TU,TAR,711,TU711,TAR711,,,,,,,
2/8/2022,landed,CARTHAGE,TUN,0,2/8/2022 22:30,,,CAIRO INTL,CAI,3/8/2022 2:30,0,,,Tunisair,TU,TAR,813,TU813,TAR813,,,,,,,
3/8/2022,landed,CARTHAGE,TUN,0,3/8/2022 6:00,,,ORLY,ORY,3/8/2022 9:20,0,,,Tunisair,TU,TAR,716,TU716,TAR716,,,,,,,
3/8/2022,landed,CARTHAGE,TUN,0,3/8/2022 6:50,,,PROVENCE,MRS,3/8/2022 9:25,0,,,Tunisair,TU,TAR,930,TU930,TAR930,,,,,,,
3/8/2022,landed,CARTHAGE,TUN,0,3/8/2022 7:00,,,COTE DAZUR,NCE,3/8/2022 9:30,0,,,Tunisair,TU,TAR,996,TU996,TAR996,,,,,,,
3/8/2022,landed,CARTHAGE,TUN,0,3/8/2022 7:20,,,MITIGA AIRPORT,MJI,3/8/2022 9:30,0,,,Tunisair,TU,TAR,403,TU403,TAR403,,,,,,,
3/8/2022,active,CARTHAGE,TUN,0,3/8/2022 7:45,,,ORLY,ORY,3/8/2022 11:10,0,,,Tunisair,TU,TAR,718,TU718,TAR718,,,,,,,
3/8/2022,active,CARTHAGE,TUN,0,3/8/2022 7:50,,,BRUSSELS NATL,BRU,3/8/2022 11:25,0,,,Tunisair,TU,TAR,788,TU788,TAR788,,,,,,,
3/8/2022,active,CARTHAGE,TUN,0,3/8/2022 7:55,,,FRANKFURT MAIN,FRA,3/8/2022 11:30,0,,,Tunisair,TU,TAR,744,TU744,TAR744,,,,,,,
3/8/2022,landed,CARTHAGE,TUN,0,3/8/2022 8:00,,,MALPENSA,MXP,3/8/2022 10:45,0,,,Tunisair,TU,TAR,756,TU756,TAR756,,,,,,,
3/8/2022,landed,CARTHAGE,TUN,0,3/8/2022 8:10,,,VENEZIA TESSERA,VCE,3/8/2022 10:55,0,,,Tunisair,TU,TAR,472,TU472,TAR472,,,,,,,
3/8/2022,active,CARTHAGE,TUN,0,3/8/2022 9:35,,,PIERRE ELLIOTT TRUDEAU INTL,YUL,3/8/2022 13:30,0,,,Tunisair,TU,TAR,202,TU202,TAR202,,,,,,,
2/8/2022,landed,QUEEN ALIA INTL,AMM,2,2/8/2022 10:45,2/8/2022 10:47,2/8/2022 10:47,CARTHAGE,TUN,2/8/2022 12:35,2,2/8/2022 12:37,2/8/2022 12:37,Tunisair,TU,TAR,151,TU151,TAR151,,,,,,,
2/8/2022,landed,ORLY,ORY,0,2/8/2022 21:40,,,CARTHAGE,TUN,2/8/2022 23:05,0,,,Tunisair,TU,TAR,721,TU721,TAR721,,,,,,,
2/8/2022,landed,ORLY,ORY,0,2/8/2022 21:50,,,CARTHAGE,TUN,2/8/2022 23:15,0,,,Tunisair,TU,TAR,725,TU725,TAR725,,,,,,,
2/8/2022,landed,MERIGNAC,BOD,80,2/8/2022 23:40,3/8/2022 1:00,,CARTHAGE,TUN,3/8/2022 0:45,80,,,Tunisair,TU,TAR,629,TU629,TAR629,,,,,,,
2/8/2022,landed,MOHAMMED V INTL,CMN,0,2/8/2022 23:30,,,CARTHAGE,TUN,3/8/2022 1:55,0,,,Tunisair,TU,TAR,712,TU712,TAR712,,,,,,,
2/8/2022,landed,SENOU,BKO,0,2/8/2022 22:00,,,CARTHAGE,TUN,3/8/2022 3:30,75,3/8/2022 4:45,,Tunisair,TU,TAR,395,TU395,TAR395,,,,,,,
2/8/2022,landed,CONAKRY,CKY,0,2/8/2022 23:00,,,CARTHAGE,TUN,3/8/2022 5:05,0,,,Tunisair,TU,TAR,841,TU841,TAR841,,,,,,,
3/8/2022,landed,CAIRO INTL,CAI,0,3/8/2022 3:30,,,CARTHAGE,TUN,3/8/2022 5:45,0,,,Tunisair,TU,TAR,814,TU814,TAR814,,,,,,,
3/8/2022,landed,DIORI HAMANI,NIM,0,3/8/2022 2:25,,,CARTHAGE,TUN,3/8/2022 6:05,0,,,Tunisair,TU,TAR,399,TU399,TAR399,,,,,,,
2/8/2022,landed,CARTHAGE,TUN,0,2/8/2022 12:00,,,ES SENIA,ORN,2/8/2022 13:45,0,2/8/2022 13:35,2/8/2022 13:35,Tunisair,TU,TAR,708,TU708,TAR708,,,,,,,
2/8/2022,landed,CARTHAGE,TUN,15,2/8/2022 12:30,2/8/2022 12:45,2/8/2022 12:45,BOLOGNA,BLQ,2/8/2022 15:05,10,2/8/2022 15:15,,Tunisair,TU,TAR,362,TU362,TAR362,,,,,,,
2/8/2022,landed,CARTHAGE,TUN,2,2/8/2022 12:45,2/8/2022 12:47,2/8/2022 12:47,HOUARI BOUMEDIENE,ALG,2/8/2022 14:05,5,2/8/2022 14:10,2/8/2022 14:10,Tunisair,TU,TAR,374,TU374,TAR374,,,,,,,
2/8/2022,landed,CARTHAGE,TUN,11,2/8/2022 13:45,2/8/2022 13:56,2/8/2022 13:56,QUEEN ALIA INTL,AMM,2/8/2022 19:30,15,2/8/2022 19:45,2/8/2022 19:45,Tunisair,TU,TAR,152,TU152,TAR152,,,,,,,
2/8/2022,landed,CARTHAGE,TUN,77,2/8/2022 13:45,2/8/2022 15:02,2/8/2022 15:02,PROVENCE,MRS,2/8/2022 16:20,77,2/8/2022 17:37,2/8/2022 17:37,Tunisair,TU,TAR,902,TU902,TAR902,,,,,,,
2/8/2022,landed,CARTHAGE,TUN,13,2/8/2022 13:55,2/8/2022 14:08,2/8/2022 14:08,STANSTED,STN,2/8/2022 17:00,0,,,Tunisair,TU,TAR,792,TU792,TAR792,,,,,,,
2/8/2022,landed,CARTHAGE,TUN,22,2/8/2022 14:00,,,COTE DAZUR,NCE,2/8/2022 16:30,22,2/8/2022 16:52,2/8/2022 16:52,Tunisair,TU,TAR,998,TU998,TAR998,,,,,,,
2/8/2022,landed,CARTHAGE,TUN,14,2/8/2022 14:05,2/8/2022 14:19,2/8/2022 14:19,GENEVE COINTRIN,GVA,2/8/2022 17:00,2,2/8/2022 17:02,2/8/2022 17:02,Tunisair,TU,TAR,700,TU700,TAR700,,,,,,,
2/8/2022,landed,CARTHAGE,TUN,57,2/8/2022 15:30,2/8/2022 16:27,2/8/2022 16:27,BLAISE DIAGNE INTERNATIONAL AIRPORT,DSS,2/8/2022 19:40,20,2/8/2022 20:00,,Tunisair,TU,TAR,841,TU841,TAR841,,,,,,,
2/8/2022,landed,CARTHAGE,TUN,72,2/8/2022 15:35,2/8/2022 16:47,2/8/2022 16:47,ORLY,ORY,2/8/2022 19:00,60,2/8/2022 20:00,2/8/2022 20:00,Tunisair,TU,TAR,722,TU722,TAR722,,,,,,,
2/8/2022,landed,CARTHAGE,TUN,107,2/8/2022 17:05,2/8/2022 18:52,2/8/2022 18:52,ORLY,ORY,2/8/2022 20:30,98,2/8/2022 22:08,2/8/2022 22:08,Tunisair,TU,TAR,720,TU720,TAR720,,,,,,,
2/8/2022,landed,CARTHAGE,TUN,39,2/8/2022 17:30,2/8/2022 18:09,2/8/2022 18:09,ORLY,ORY,2/8/2022 20:50,33,2/8/2022 21:23,2/8/2022 21:23,Tunisair,TU,TAR,724,TU724,TAR724,,,,,,,
2/8/2022,landed,CARTHAGE,TUN,35,2/8/2022 19:30,,,MERIGNAC,BOD,2/8/2022 22:40,35,2/8/2022 23:15,,Tunisair,TU,TAR,628,TU628,TAR628,,,,,,,
2/8/2022,landed,PROVENCE,MRS,0,2/8/2022 10:25,2/8/2022 10:15,2/8/2022 10:15,CARTHAGE,TUN,2/8/2022 11:00,0,2/8/2022 10:45,2/8/2022 10:45,Tunisair,TU,TAR,931,TU931,TAR931,,,,,,,
2/8/2022,landed,FIUMICINO,FCO,5,2/8/2022 11:25,2/8/2022 11:30,2/8/2022 11:30,CARTHAGE,TUN,2/8/2022 11:40,5,2/8/2022 11:45,2/8/2022 11:45,Tunisair,TU,TAR,753,TU753,TAR753,,,,,,,
2/8/2022,landed,ORLY,ORY,2,2/8/2022 10:20,2/8/2022 10:22,2/8/2022 10:22,CARTHAGE,TUN,2/8/2022 11:45,0,2/8/2022 11:35,2/8/2022 11:35,Tunisair,TU,TAR,717,TU717,TAR717,,,,,,,
2/8/2022,landed,SAINT EXUPERY,LYS,6,2/8/2022 11:30,2/8/2022 11:36,2/8/2022 11:36,CARTHAGE,TUN,2/8/2022 12:25,0,,,Tunisair,TU,TAR,751,TU751,TAR751,,,,,,,
2/8/2022,landed,MALPENSA,MXP,35,2/8/2022 11:45,2/8/2022 12:20,2/8/2022 12:20,CARTHAGE,TUN,2/8/2022 12:35,25,2/8/2022 13:00,,Tunisair,TU,TAR,757,TU757,TAR757,,,,,,,
2/8/2022,landed,SCHWECHAT,VIE,28,2/8/2022 11:35,2/8/2022 12:03,2/8/2022 12:03,CARTHAGE,TUN,2/8/2022 12:45,15,2/8/2022 13:00,,Tunisair,TU,TAR,643,TU643,TAR643,,,,,,,
2/8/2022,landed,BLAGNAC,TLS,30,2/8/2022 12:00,2/8/2022 12:30,2/8/2022 12:30,CARTHAGE,TUN,2/8/2022 12:50,0,,,Tunisair,TU,TAR,283,TU283,TAR283,,,,,,,
2/8/2022,landed,ATATURK,IST,15,2/8/2022 13:10,2/8/2022 13:25,2/8/2022 13:25,CARTHAGE,TUN,2/8/2022 13:55,24,2/8/2022 14:19,,Tunisair,TU,TAR,215,TU215,TAR215,,,,,,,
2/8/2022,landed,BRUSSELS NATL,BRU,71,2/8/2022 12:25,2/8/2022 13:36,2/8/2022 13:36,CARTHAGE,TUN,2/8/2022 14:00,0,,,Tunisair,TU,TAR,789,TU789,TAR789,,,,,,,
2/8/2022,landed,ORLY,ORY,49,2/8/2022 12:40,2/8/2022 13:29,2/8/2022 13:29,CARTHAGE,TUN,2/8/2022 14:05,38,2/8/2022 14:43,,Tunisair,TU,TAR,719,TU719,TAR719,,,,,,,
2/8/2022,landed,HOUARI BOUMEDIENE,ALG,10,2/8/2022 15:05,2/8/2022 15:15,2/8/2022 15:15,CARTHAGE,TUN,2/8/2022 16:15,25,2/8/2022 16:40,,Tunisair,TU,TAR,375,TU375,TAR375,,,,,,,
2/8/2022,landed,BOLOGNA,BLQ,61,2/8/2022 15:55,,,CARTHAGE,TUN,2/8/2022 16:25,61,2/8/2022 17:26,,Tunisair,TU,TAR,363,TU363,TAR363,,,,,,,
2/8/2022,landed,ES SENIA,ORN,0,2/8/2022 14:45,2/8/2022 14:30,2/8/2022 14:30,CARTHAGE,TUN,2/8/2022 16:25,0,,,Tunisair,TU,TAR,709,TU709,TAR709,,,,,,,
2/8/2022,landed,PROVENCE,MRS,99,2/8/2022 17:20,2/8/2022 18:59,2/8/2022 18:59,CARTHAGE,TUN,2/8/2022 17:55,100,2/8/2022 19:35,2/8/2022 19:35,Tunisair,TU,TAR,903,TU903,TAR903,,,,,,,
2/8/2022,landed,COTE DAZUR,NCE,15,2/8/2022 17:30,2/8/2022 17:45,2/8/2022 17:45,CARTHAGE,TUN,2/8/2022 18:05,15,2/8/2022 18:20,2/8/2022 18:20,Tunisair,TU,TAR,999,TU999,TAR999,,,,,,,
2/8/2022,landed,GENEVE COINTRIN,GVA,10,2/8/2022 18:00,2/8/2022 18:10,2/8/2022 18:10,CARTHAGE,TUN,2/8/2022 18:55,0,2/8/2022 18:54,,Tunisair,TU,TAR,701,TU701,TAR701,,,,,,,
2/8/2022,landed,STANSTED,STN,55,2/8/2022 17:50,2/8/2022 18:45,2/8/2022 18:45,CARTHAGE,TUN,2/8/2022 20:55,40,2/8/2022 21:35,2/8/2022 21:35,Tunisair,TU,TAR,793,TU793,TAR793,,,,,,,
2/8/2022,landed,ORLY,ORY,55,2/8/2022 20:30,2/8/2022 21:25,2/8/2022 21:25,CARTHAGE,TUN,2/8/2022 21:55,45,2/8/2022 22:40,,Tunisair,TU,TAR,723,TU723,TAR723,,,,,,,
3/8/2022,active,DUBAI INTL,DXB,15,3/8/2022 8:45,3/8/2022 9:00,3/8/2022 9:00,CARTHAGE,TUN,3/8/2022 11:55,0,3/8/2022 11:51,,Tunisair,TU,TAR,147,TU147,TAR147,,,,,,,
3/8/2022,scheduled,CARTHAGE,TUN,0,3/8/2022 12:00,,,SAINT EXUPERY,LYS,3/8/2022 14:50,0,,,Tunisair,TU,TAR,750,TU750,TAR750,,,,,,,
3/8/2022,scheduled,CARTHAGE,TUN,0,3/8/2022 12:15,,,HOUARI BOUMEDIENE,ALG,3/8/2022 13:35,0,,,Tunisair,TU,TAR,374,TU374,TAR374,,,,,,,
3/8/2022,scheduled,CARTHAGE,TUN,0,3/8/2022 12:15,,,BARCELONA,BCN,3/8/2022 15:00,0,,,Tunisair,TU,TAR,514,TU514,TAR514,,,,,,,
3/8/2022,scheduled,CARTHAGE,TUN,0,3/8/2022 12:50,,,BLAGNAC,TLS,3/8/2022 15:45,0,,,Tunisair,TU,TAR,282,TU282,TAR282,,,,,,,
3/8/2022,scheduled,CARTHAGE,TUN,0,3/8/2022 13:40,,,FRANZ JOSEF STRAUSS,MUC,3/8/2022 16:50,0,,,Tunisair,TU,TAR,542,TU542,TAR542,,,,,,,
3/8/2022,scheduled,CARTHAGE,TUN,0,3/8/2022 13:45,,,QUEEN ALIA INTL,AMM,3/8/2022 19:30,0,,,Tunisair,TU,TAR,152,TU152,TAR152,,,,,,,
3/8/2022,scheduled,CARTHAGE,TUN,0,3/8/2022 13:45,,,PROVENCE,MRS,3/8/2022 16:20,0,,,Tunisair,TU,TAR,902,TU902,TAR902,,,,,,,
3/8/2022,scheduled,CARTHAGE,TUN,6,3/8/2022 13:55,,,DUBAI INTL,DXB,3/8/2022 22:40,6,3/8/2022 22:46,,Tunisair,TU,TAR,148,TU148,TAR148,,,,,,,
3/8/2022,scheduled,CARTHAGE,TUN,0,3/8/2022 15:05,,,BARAJAS,MAD,3/8/2022 18:20,0,,,Tunisair,TU,TAR,606,TU606,TAR606,,,,,,,
3/8/2022,scheduled,CARTHAGE,TUN,0,3/8/2022 15:10,,,DUSSELDORF,DUS,3/8/2022 18:55,0,,,Tunisair,TU,TAR,526,TU526,TAR526,,,,,,,
3/8/2022,scheduled,CARTHAGE,TUN,0,3/8/2022 15:35,,,ORLY,ORY,3/8/2022 19:00,0,,,Tunisair,TU,TAR,722,TU722,TAR722,,,,,,,
3/8/2022,scheduled,CARTHAGE,TUN,0,3/8/2022 22:30,,,MOHAMMED V INTL,CMN,4/8/2022 1:10,0,,,Tunisair,TU,TAR,705,TU705,TAR705,,,,,,,
4/8/2022,scheduled,CARTHAGE,TUN,0,4/8/2022 6:00,,,ORLY,ORY,4/8/2022 9:20,0,,,Tunisair,TU,TAR,716,TU716,TAR716,,,,,,,
4/8/2022,scheduled,CARTHAGE,TUN,0,4/8/2022 6:50,,,PROVENCE,MRS,4/8/2022 9:25,0,,,Tunisair,TU,TAR,930,TU930,TAR930,,,,,,,
4/8/2022,scheduled,CARTHAGE,TUN,0,4/8/2022 7:00,,,SAINT EXUPERY,LYS,4/8/2022 9:50,0,,,Tunisair,TU,TAR,750,TU750,TAR750,,,,,,,
4/8/2022,scheduled,CARTHAGE,TUN,0,4/8/2022 7:00,,,COTE DAZUR,NCE,4/8/2022 9:30,0,,,Tunisair,TU,TAR,996,TU996,TAR996,,,,,,,
4/8/2022,scheduled,CARTHAGE,TUN,0,4/8/2022 7:10,,,ATATURK,IST,4/8/2022 11:40,0,,,Tunisair,TU,TAR,214,TU214,TAR214,,,,,,,
4/8/2022,scheduled,CARTHAGE,TUN,0,4/8/2022 7:25,,,BENINA,BEN,4/8/2022 10:10,0,,,Tunisair,TU,TAR,417,TU417,TAR417,,,,,,,
4/8/2022,scheduled,CARTHAGE,TUN,0,4/8/2022 7:45,,,ORLY,ORY,4/8/2022 11:10,0,,,Tunisair,TU,TAR,718,TU718,TAR718,,,,,,,
4/8/2022,scheduled,CARTHAGE,TUN,0,4/8/2022 7:50,,,BRUSSELS NATL,BRU,4/8/2022 11:25,0,,,Tunisair,TU,TAR,788,TU788,TAR788,,,,,,,
4/8/2022,scheduled,CARTHAGE,TUN,0,4/8/2022 8:00,,,BOLOGNA,BLQ,4/8/2022 10:35,0,,,Tunisair,TU,TAR,362,TU362,TAR362,,,,,,,
4/8/2022,scheduled,CARTHAGE,TUN,0,4/8/2022 8:00,,,MALPENSA,MXP,4/8/2022 10:45,0,,,Tunisair,TU,TAR,756,TU756,TAR756,,,,,,,
4/8/2022,scheduled,CARTHAGE,TUN,0,4/8/2022 8:15,,,MOHAMMED V INTL,CMN,4/8/2022 10:55,0,,,Tunisair,TU,TAR,711,TU711,TAR711,,,,,,,
3/8/2022,landed,MITIGA AIRPORT,MJI,0,3/8/2022 10:35,,,CARTHAGE,TUN,3/8/2022 10:50,0,,,Tunisair,TU,TAR,404,TU404,TAR404,,,,,,,
3/8/2022,landed,COTE DAZUR,NCE,55,3/8/2022 10:20,3/8/2022 11:15,,CARTHAGE,TUN,3/8/2022 10:55,55,,,Tunisair,TU,TAR,997,TU997,TAR997,,,,,,,
3/8/2022,landed,PROVENCE,MRS,0,3/8/2022 10:25,,,CARTHAGE,TUN,3/8/2022 11:00,0,,,Tunisair,TU,TAR,931,TU931,TAR931,,,,,,,
3/8/2022,active,ORLY,ORY,35,3/8/2022 10:20,3/8/2022 10:55,,CARTHAGE,TUN,3/8/2022 11:45,35,,,Tunisair,TU,TAR,717,TU717,TAR717,,,,,,,
3/8/2022,scheduled,VENEZIA TESSERA,VCE,8,3/8/2022 11:45,3/8/2022 11:53,,CARTHAGE,TUN,3/8/2022 12:25,8,,,Tunisair,TU,TAR,473,TU473,TAR473,,,,,,,
3/8/2022,active,QUEEN ALIA INTL,AMM,0,3/8/2022 10:45,3/8/2022 10:44,3/8/2022 10:44,CARTHAGE,TUN,3/8/2022 12:35,0,,,Tunisair,TU,TAR,151,TU151,TAR151,,,,,,,
3/8/2022,scheduled,MALPENSA,MXP,0,3/8/2022 11:45,,,CARTHAGE,TUN,3/8/2022 12:35,0,,,Tunisair,TU,TAR,757,TU757,TAR757,,,,,,,
3/8/2022,scheduled,FRANKFURT MAIN,FRA,0,3/8/2022 12:30,,,CARTHAGE,TUN,3/8/2022 13:50,0,,,Tunisair,TU,TAR,745,TU745,TAR745,,,,,,,
3/8/2022,scheduled,BRUSSELS NATL,BRU,0,3/8/2022 12:25,,,CARTHAGE,TUN,3/8/2022 14:00,0,,,Tunisair,TU,TAR,789,TU789,TAR789,,,,,,,
3/8/2022,scheduled,ORLY,ORY,0,3/8/2022 12:40,,,CARTHAGE,TUN,3/8/2022 14:05,0,,,Tunisair,TU,TAR,719,TU719,TAR719,,,,,,,
3/8/2022,scheduled,HOUARI BOUMEDIENE,ALG,0,3/8/2022 14:35,,,CARTHAGE,TUN,3/8/2022 15:45,0,,,Tunisair,TU,TAR,375,TU375,TAR375,,,,,,,
3/8/2022,scheduled,BARCELONA,BCN,0,3/8/2022 16:00,,,CARTHAGE,TUN,3/8/2022 16:35,0,,,Tunisair,TU,TAR,515,TU515,TAR515,,,,,,,
3/8/2022,scheduled,SAINT EXUPERY,LYS,0,3/8/2022 15:50,,,CARTHAGE,TUN,3/8/2022 16:45,0,,,Tunisair,TU,TAR,751,TU751,TAR751,,,,,,,
3/8/2022,scheduled,BLAGNAC,TLS,0,3/8/2022 16:45,,,CARTHAGE,TUN,3/8/2022 17:35,0,,,Tunisair,TU,TAR,283,TU283,TAR283,,,,,,,
3/8/2022,scheduled,COTE DAZUR,NCE,0,3/8/2022 23:25,,,CARTHAGE,TUN,4/8/2022 0:00,0,,,Tunisair,TU,TAR,999,TU999,TAR999,,,,,,,
3/8/2022,scheduled,ATATURK,IST,0,3/8/2022 23:45,,,CARTHAGE,TUN,4/8/2022 0:40,0,,,Tunisair,TU,TAR,217,TU217,TAR217,,,,,,,
4/8/2022,scheduled,MOHAMMED V INTL,CMN,0,4/8/2022 2:00,,,CARTHAGE,TUN,4/8/2022 4:25,0,,,Tunisair,TU,TAR,706,TU706,TAR706,,,,,,,
3/8/2022,scheduled,PIERRE ELLIOTT TRUDEAU INTL,YUL,0,3/8/2022 15:30,,,CARTHAGE,TUN,4/8/2022 4:45,0,,,Tunisair,TU,TAR,203,TU203,TAR203,,,,,,,
3/8/2022,scheduled,CARTHAGE,TUN,0,3/8/2022 16:40,,,GENEVE COINTRIN,GVA,3/8/2022 19:35,0,,,Tunisair,TU,TAR,700,TU700,TAR700,,,,,,,
3/8/2022,scheduled,PROVENCE,MRS,0,3/8/2022 17:20,,,CARTHAGE,TUN,3/8/2022 17:55,0,,,Tunisair,TU,TAR,903,TU903,TAR903,,,,,,,
3/8/2022,scheduled,FRANZ JOSEF STRAUSS,MUC,0,3/8/2022 17:55,,,CARTHAGE,TUN,3/8/2022 19:00,0,,,Tunisair,TU,TAR,543,TU543,TAR543,,,,,,,
3/8/2022,scheduled,CARTHAGE,TUN,0,3/8/2022 17:55,,,ATATURK,IST,3/8/2022 22:35,0,,,Tunisair,TU,TAR,216,TU216,TAR216,,,,,,,
3/8/2022,scheduled,BARAJAS,MAD,0,3/8/2022 19:25,,,CARTHAGE,TUN,3/8/2022 20:40,0,,,Tunisair,TU,TAR,607,TU607,TAR607,,,,,,,
3/8/2022,scheduled,DUSSELDORF,DUS,0,3/8/2022 19:55,,,CARTHAGE,TUN,3/8/2022 21:30,0,,,Tunisair,TU,TAR,527,TU527,TAR527,,,,,,,
3/8/2022,scheduled,CARTHAGE,TUN,0,3/8/2022 19:55,,,COTE DAZUR,NCE,3/8/2022 22:25,0,,,Tunisair,TU,TAR,998,TU998,TAR998,,,,,,,
3/8/2022,scheduled,GENEVE COINTRIN,GVA,0,3/8/2022 20:35,,,CARTHAGE,TUN,3/8/2022 21:30,0,,,Tunisair,TU,TAR,701,TU701,TAR701,,,,,,,
3/8/2022,scheduled,ORLY,ORY,0,3/8/2022 20:30,,,CARTHAGE,TUN,3/8/2022 21:55,0,,,Tunisair,TU,TAR,723,TU723,TAR723,,,,,,,
28/12/2022,landed,ATATURK,IST,0,28/12/2022 23:45,28/12/2022 23:39,28/12/2022 23:39,CARTHAGE,TUN,29/12/2022 00:40,0,29/12/2022 00:28,,Tunisair,TU,TAR,217,TU217,TAR217,,,,,,,
28/12/2022,landed,BARAJAS,MAD,360,28/12/2022 18:25,28/12/2022 21:00,29/12/2022 00:25,CARTHAGE,TUN,28/12/2022 20:40,333,29/12/2022 02:13,29/12/2022 02:13,Tunisair,TU,TAR,607,TU607,TAR607,,,,,,,
29/12/2022,active,MOHAMMED V INTL,CMN,0,29/12/2022 02:35,,,CARTHAGE,TUN,29/12/2022 05:00,0,,,Tunisair,TU,TAR,706,TU706,TAR706,,,,,,,
29/12/2022,active,KING ABDULAZIZ INTL,JED,50,29/12/2022 02:10,29/12/2022 03:00,29/12/2022 03:00,CARTHAGE,TUN,29/12/2022 05:05,0,,,Tunisair,TU,TAR,714,TU714,TAR714,,,,,,,
28/12/2022,active,PIERRE ELLIOTT TRUDEAU INTL,YUL,45,28/12/2022 15:15,28/12/2022 16:00,28/12/2022 16:00,CARTHAGE,TUN,29/12/2022 05:30,63,29/12/2022 06:33,,Tunisair,TU,TAR,203,TU203,TAR203,,,,,,,
29/12/2022,scheduled,PROVENCE,MRS,0,29/12/2022 09:25,,,CARTHAGE,TUN,29/12/2022 11:00,0,,,Tunisair,TU,TAR,931,TU931,TAR931,,,,,,,
29/12/2022,scheduled,COTE DAZUR,NCE,0,29/12/2022 09:30,,,CARTHAGE,TUN,29/12/2022 11:05,0,,,Tunisair,TU,TAR,997,TU997,TAR997,,,,,,,
29/12/2022,scheduled,GENEVE COINTRIN,GVA,0,29/12/2022 10:00,,,CARTHAGE,TUN,29/12/2022 11:55,0,,,Tunisair,TU,TAR,701,TU701,TAR701,,,,,,,
29/12/2022,scheduled,VENEZIA TESSERA,VCE,0,29/12/2022 10:45,,,CARTHAGE,TUN,29/12/2022 12:25,0,,,Tunisair,TU,TAR,473,TU473,TAR473,,,,,,,
29/12/2022,scheduled,DUBAI INTL,DXB,0,29/12/2022 08:40,,,CARTHAGE,TUN,29/12/2022 12:35,0,,,Tunisair,TU,TAR,147,TU147,TAR147,,,,,,,
29/12/2022,scheduled,CARTHAGE,TUN,0,29/12/2022 06:50,,,PROVENCE,MRS,29/12/2022 08:25,0,,,Tunisair,TU,TAR,930,TU930,TAR930,,,,,,,
29/12/2022,scheduled,CARTHAGE,TUN,0,29/12/2022 07:00,,,COTE DAZUR,NCE,29/12/2022 08:30,0,,,Tunisair,TU,TAR,996,TU996,TAR996,,,,,,,
29/12/2022,scheduled,CARTHAGE,TUN,0,29/12/2022 07:05,,,GENEVE COINTRIN,GVA,29/12/2022 09:00,0,,,Tunisair,TU,TAR,700,TU700,TAR700,,,,,,,
29/12/2022,scheduled,CARTHAGE,TUN,0,29/12/2022 07:50,,,BRUSSELS NATL,BRU,29/12/2022 10:25,0,,,Tunisair,TU,TAR,788,TU788,TAR788,,,,,,,
29/12/2022,scheduled,CARTHAGE,TUN,0,29/12/2022 08:00,,,ORLY,ORY,29/12/2022 10:30,0,,,Tunisair,TU,TAR,718,TU718,TAR718,,,,,,,
29/12/2022,scheduled,CARTHAGE,TUN,0,29/12/2022 08:00,,,MALPENSA,MXP,29/12/2022 09:45,0,,,Tunisair,TU,TAR,756,TU756,TAR756,,,,,,,
29/12/2022,scheduled,CARTHAGE,TUN,0,29/12/2022 08:05,,,GATWICK,LGW,29/12/2022 09:50,0,,,Tunisair,TU,TAR,792,TU792,TAR792,,,,,,,
29/12/2022,scheduled,CARTHAGE,TUN,0,29/12/2022 08:10,,,VENEZIA TESSERA,VCE,29/12/2022 09:55,0,,,Tunisair,TU,TAR,472,TU472,TAR472,,,,,,,
29/12/2022,scheduled,CARTHAGE,TUN,0,29/12/2022 08:15,,,MOHAMMED V INTL,CMN,29/12/2022 11:00,0,,,Tunisair,TU,TAR,711,TU711,TAR711,,,,,,,
29/12/2022,cancelled,CARTHAGE,TUN,0,29/12/2022 12:00,,,BENINA,BEN,29/12/2022 14:45,0,,,Tunisair,TU,TAR,417,TU417,TAR417,,,,,,,
29/12/2022,scheduled,CARTHAGE,TUN,0,29/12/2022 12:15,,,HOUARI BOUMEDIENE,ALG,29/12/2022 13:35,0,,,Tunisair,TU,TAR,374,TU374,TAR374,,,,,,,
