ID_FLIGHT,DEPARTURE_DATE,ARRIVAL_DATE,FLIGHT_NUMBER,FLIGHT_STATUS,DEPARTURE_IATA,DEPARTURE_AIRPORT,ARRIVAL_IATA,ARRIVAL_AIRPORT,DEPARTURE_SCHEDULED,DEPARTURE_HOUR,ARRIVAL_SCHEDULED,ARRIVAL_HOUR,DEPARTURE_ESTIMATED,ARRIVAL_ESTIMATED,DEPARTURE_ACTUAL,ARRIVAL_ACTUAL,DEPARTURE_DELAY,ARRIVAL_DELAY,AIRLINE,ARRIVAL_COUNTRY,DEPARTURE_COUNTRY
TU709_02_08_2022_13_45,02/08/2022,02/08/2022,TU709,landed,ORN,ES SENIA,TUN,CARTHAGE,2022-08-02 14:45,13h,2022-08-02 16:25,15h,2022-08-02 14:30,,2022-08-02 14:30,,0,0,TU,TUNISIA,ALGERIA
BJ587_02_08_2022_15_15,02/08/2022,02/08/2022,BJ587,landed,NCE,COTE DAZUR,TUN,CARTHAGE,2022-08-02 16:15,15h,2022-08-02 16:50,15h,,,,,0,0,BJ,TUNISIA,FRANCE
BJ523_02_08_2022_14_30,02/08/2022,02/08/2022,BJ523,landed,NTE,NANTES ATLANTIQUE,TUN,CARTHAGE,2022-08-02 15:30,14h,2022-08-02 16:55,15h,,,,,0,0,BJ,TUNISIA,FRANCE
AF1184_02_08_2022_15_20,02/08/2022,02/08/2022,AF1184,landed,CDG,CHARLES DE GAULLE,TUN,CARTHAGE,2022-08-02 16:20,16h,2022-08-02 17:45,17h,2022-08-02 17:07,2022-08-02 18:15,2022-08-02 17:07,2022-08-02 18:15,47,30,AF,TUNISIA,FRANCE
TO8074_02_08_2022_15_15,02/08/2022,02/08/2022,TO8074,landed,ORY,ORLY,TUN,CARTHAGE,2022-08-02 16:15,15h,2022-08-02 17:45,17h,2022-08-02 16:55,2022-08-02 18:18,2022-08-02 16:55,2022-08-02 18:18,40,33,TO,TUNISIA,FRANCE
TU903_02_08_2022_16_20,02/08/2022,02/08/2022,TU903,landed,MRS,PROVENCE,TUN,CARTHAGE,2022-08-02 17:20,17h,2022-08-02 17:55,18h,2022-08-02 18:59,2022-08-02 19:35,2022-08-02 18:59,2022-08-02 19:35,99,100,TU,TUNISIA,FRANCE
TU999_02_08_2022_16_30,02/08/2022,02/08/2022,TU999,landed,NCE,COTE DAZUR,TUN,CARTHAGE,2022-08-02 17:30,16h,2022-08-02 18:05,17h,2022-08-02 17:45,2022-08-02 18:20,2022-08-02 17:45,2022-08-02 18:20,15,15,TU,TUNISIA,FRANCE
TU701_02_08_2022_17_00,02/08/2022,02/08/2022,TU701,landed,GVA,GENEVE COINTRIN,TUN,CARTHAGE,2022-08-02 18:00,17h,2022-08-02 18:55,17h,2022-08-02 18:10,2022-08-02 18:54,2022-08-02 18:10,,10,0,TU,TUNISIA,SWITZERLAND
TU793_02_08_2022_16_50,02/08/2022,02/08/2022,TU793,landed,STN,STANSTED,TUN,CARTHAGE,2022-08-02 17:50,17h,2022-08-02 20:55,20h,2022-08-02 18:45,2022-08-02 21:35,2022-08-02 18:45,2022-08-02 21:35,55,40,TU,TUNISIA,UNITED KINGDOM
TU723_02_08_2022_19_30,02/08/2022,02/08/2022,TU723,landed,ORY,ORLY,TUN,CARTHAGE,2022-08-02 20:30,20h,2022-08-02 21:55,21h,2022-08-02 21:25,2022-08-02 22:40,2022-08-02 21:25,,55,45,TU,TUNISIA,FRANCE
TU147_03_08_2022_07_45,03/08/2022,03/08/2022,TU147,active,DXB,DUBAI INTL,TUN,CARTHAGE,2022-08-03 08:45,08h,2022-08-03 11:55,10h,2022-08-03 09:00,2022-08-03 11:51,2022-08-03 09:00,,15,0,TU,TUNISIA,UNITED ARAB EMIRATES
TO4074_03_08_2022_07_55,03/08/2022,03/08/2022,TO4074,landed,ORY,ORLY,TUN,CARTHAGE,2022-08-03 08:55,08h,2022-08-03 10:25,09h,2022-08-03 09:31,,2022-08-03 09:31,,36,36,TO,TUNISIA,FRANCE
AF1284_03_08_2022_08_15,03/08/2022,03/08/2022,AF1284,active,CDG,CHARLES DE GAULLE,TUN,CARTHAGE,2022-08-03 09:15,08h,2022-08-03 10:40,10h,2022-08-03 09:35,2022-08-03 11:05,2022-08-03 09:35,,20,25,AF,TUNISIA,FRANCE
BJ514_03_08_2022_09_15,03/08/2022,03/08/2022,BJ514,active,TUN,CARTHAGE,TLS,BLAGNAC,2022-08-03 10:15,09h,2022-08-03 13:15,12h,,,,,0,0,BJ,FRANCE,TUNISIA
BJ4312_03_08_2022_09_40,03/08/2022,03/08/2022,BJ4312,active,TUN,CARTHAGE,AYT,ANTALYA,2022-08-03 10:40,09h,2022-08-03 15:25,14h,,,,,0,0,BJ,TURKEY,TUNISIA
TO4075_03_08_2022_10_10,03/08/2022,03/08/2022,TO4075,scheduled,TUN,CARTHAGE,ORY,ORLY,2022-08-03 11:10,10h,2022-08-03 14:45,13h,,,,,0,0,TO,FRANCE,TUNISIA
AF1285_03_08_2022_10_40,03/08/2022,03/08/2022,AF1285,scheduled,TUN,CARTHAGE,CDG,CHARLES DE GAULLE,2022-08-03 11:40,10h,2022-08-03 15:15,14h,,,,,0,0,AF,FRANCE,TUNISIA
TU750_03_08_2022_11_00,03/08/2022,03/08/2022,TU750,scheduled,TUN,CARTHAGE,LYS,SAINT EXUPERY,2022-08-03 12:00,11h,2022-08-03 14:50,13h,,,,,0,0,TU,FRANCE,TUNISIA
TU374_03_08_2022_11_15,03/08/2022,03/08/2022,TU374,scheduled,TUN,CARTHAGE,ALG,HOUARI BOUMEDIENE,2022-08-03 12:15,11h,2022-08-03 13:35,12h,,,,,0,0,TU,ALGERIA,TUNISIA
TU514_03_08_2022_11_15,03/08/2022,03/08/2022,TU514,scheduled,TUN,CARTHAGE,BCN,BARCELONA,2022-08-03 12:15,11h,2022-08-03 15:00,14h,,,,,0,0,TU,SPAIN,TUNISIA
TO3773_03_08_2022_11_30,03/08/2022,03/08/2022,TO3773,scheduled,TUN,CARTHAGE,ORY,ORLY,2022-08-03 12:30,11h,2022-08-03 16:05,15h,,,,,0,0,TO,FRANCE,TUNISIA
TU282_03_08_2022_11_50,03/08/2022,03/08/2022,TU282,scheduled,TUN,CARTHAGE,TLS,BLAGNAC,2022-08-03 12:50,11h,2022-08-03 15:45,14h,,,,,0,0,TU,FRANCE,TUNISIA
TU542_03_08_2022_12_40,03/08/2022,03/08/2022,TU542,scheduled,TUN,CARTHAGE,MUC,FRANZ JOSEF STRAUSS,2022-08-03 13:40,12h,2022-08-03 16:50,15h,,,,,0,0,TU,GERMANY,TUNISIA
TU152_03_08_2022_12_45,03/08/2022,03/08/2022,TU152,scheduled,TUN,CARTHAGE,AMM,QUEEN ALIA INTL,2022-08-03 13:45,12h,2022-08-03 19:30,18h,,,,,0,0,TU,JORDAN,TUNISIA
TU902_03_08_2022_12_45,03/08/2022,03/08/2022,TU902,scheduled,TUN,CARTHAGE,MRS,PROVENCE,2022-08-03 13:45,12h,2022-08-03 16:20,15h,,,,,0,0,TU,FRANCE,TUNISIA
TU148_03_08_2022_12_55,03/08/2022,03/08/2022,TU148,scheduled,TUN,CARTHAGE,DXB,DUBAI INTL,2022-08-03 13:55,12h,2022-08-03 22:40,21h,,2022-08-03 22:46,,,6,6,TU,UNITED ARAB EMIRATES,TUNISIA
BJ586_03_08_2022_13_00,03/08/2022,03/08/2022,BJ586,scheduled,TUN,CARTHAGE,NCE,COTE DAZUR,2022-08-03 14:00,13h,2022-08-03 16:35,15h,,,,,0,0,BJ,FRANCE,TUNISIA
BJ640_03_08_2022_13_40,03/08/2022,03/08/2022,BJ640,scheduled,TUN,CARTHAGE,IST,ATATURK,2022-08-03 14:40,13h,2022-08-03 19:30,18h,,,,,0,0,BJ,TURKEY,TUNISIA
TU606_03_08_2022_14_05,03/08/2022,03/08/2022,TU606,scheduled,TUN,CARTHAGE,MAD,BARAJAS,2022-08-03 15:05,14h,2022-08-03 18:20,17h,,,,,0,0,TU,SPAIN,TUNISIA
TO8041_03_08_2022_14_10,03/08/2022,03/08/2022,TO8041,scheduled,TUN,CARTHAGE,MRS,PROVENCE,2022-08-03 15:10,14h,2022-08-03 17:45,16h,,,,,0,0,TO,FRANCE,TUNISIA
TU526_03_08_2022_14_10,03/08/2022,03/08/2022,TU526,scheduled,TUN,CARTHAGE,DUS,DUSSELDORF,2022-08-03 15:10,14h,2022-08-03 18:55,17h,,,,,0,0,TU,GERMANY,TUNISIA
TU722_03_08_2022_14_35,03/08/2022,03/08/2022,TU722,scheduled,TUN,CARTHAGE,ORY,ORLY,2022-08-03 15:35,14h,2022-08-03 19:00,18h,,,,,0,0,TU,FRANCE,TUNISIA
TU705_03_08_2022_21_30,03/08/2022,04/08/2022,TU705,scheduled,TUN,CARTHAGE,CMN,MOHAMMED V INTL,2022-08-03 22:30,21h,2022-08-04 01:10,00h,,,,,0,0,TU,MOROCCO,TUNISIA
AF1785_04_08_2022_01_10,04/08/2022,04/08/2022,AF1785,scheduled,TUN,CARTHAGE,CDG,CHARLES DE GAULLE,2022-08-04 02:10,01h,2022-08-04 05:45,04h,,,,,0,0,AF,FRANCE,TUNISIA
TU716_04_08_2022_05_00,04/08/2022,04/08/2022,TU716,scheduled,TUN,CARTHAGE,ORY,ORLY,2022-08-04 06:00,05h,2022-08-04 09:20,08h,,,,,0,0,TU,FRANCE,TUNISIA
BJ598_04_08_2022_05_30,04/08/2022,04/08/2022,BJ598,scheduled,TUN,CARTHAGE,LYS,SAINT EXUPERY,2022-08-04 06:30,05h,2022-08-04 09:25,08h,,,,,0,0,BJ,FRANCE,TUNISIA
TU930_04_08_2022_05_50,04/08/2022,04/08/2022,TU930,scheduled,TUN,CARTHAGE,MRS,PROVENCE,2022-08-04 06:50,05h,2022-08-04 09:25,08h,,,,,0,0,TU,FRANCE,TUNISIA
BJ510_04_08_2022_06_00,04/08/2022,04/08/2022,BJ510,scheduled,TUN,CARTHAGE,CDG,CHARLES DE GAULLE,2022-08-04 07:00,06h,2022-08-04 10:30,09h,,,,,0,0,BJ,FRANCE,TUNISIA
TU750_04_08_2022_06_00,04/08/2022,04/08/2022,TU750,scheduled,TUN,CARTHAGE,LYS,SAINT EXUPERY,2022-08-04 07:00,06h,2022-08-04 09:50,08h,,,,,0,0,TU,FRANCE,TUNISIA
TU996_04_08_2022_06_00,04/08/2022,04/08/2022,TU996,scheduled,TUN,CARTHAGE,NCE,COTE DAZUR,2022-08-04 07:00,06h,2022-08-04 09:30,08h,,,,,0,0,TU,FRANCE,TUNISIA
TU214_04_08_2022_06_10,04/08/2022,04/08/2022,TU214,scheduled,TUN,CARTHAGE,IST,ATATURK,2022-08-04 07:10,06h,2022-08-04 11:40,10h,,,,,0,0,TU,TURKEY,TUNISIA
BJ516_04_08_2022_06_15,04/08/2022,04/08/2022,BJ516,scheduled,TUN,CARTHAGE,MRS,PROVENCE,2022-08-04 07:15,06h,2022-08-04 09:50,08h,,,,,0,0,BJ,FRANCE,TUNISIA
TU417_04_08_2022_06_25,04/08/2022,04/08/2022,TU417,scheduled,TUN,CARTHAGE,BEN,BENINA,2022-08-04 07:25,06h,2022-08-04 10:10,09h,,,,,0,0,TU,LIBYA,TUNISIA
TO9871_04_08_2022_06_40,04/08/2022,04/08/2022,TO9871,scheduled,TUN,CARTHAGE,LYS,SAINT EXUPERY,2022-08-04 07:40,06h,2022-08-04 10:40,09h,,,,,0,0,TO,FRANCE,TUNISIA
TU718_04_08_2022_06_45,04/08/2022,04/08/2022,TU718,scheduled,TUN,CARTHAGE,ORY,ORLY,2022-08-04 07:45,06h,2022-08-04 11:10,10h,,,,,0,0,TU,FRANCE,TUNISIA
TU788_04_08_2022_06_50,04/08/2022,04/08/2022,TU788,scheduled,TUN,CARTHAGE,BRU,BRUSSELS NATL,2022-08-04 07:50,06h,2022-08-04 11:25,10h,,,,,0,0,TU,BELGIUM,TUNISIA
TU362_04_08_2022_07_00,04/08/2022,04/08/2022,TU362,scheduled,TUN,CARTHAGE,BLQ,BOLOGNA,2022-08-04 08:00,07h,2022-08-04 10:35,09h,,,,,0,0,TU,ITALY,TUNISIA
TU756_04_08_2022_07_00,04/08/2022,04/08/2022,TU756,scheduled,TUN,CARTHAGE,MXP,MALPENSA,2022-08-04 08:00,07h,2022-08-04 10:45,09h,,,,,0,0,TU,ITALY,TUNISIA
TU711_04_08_2022_07_15,04/08/2022,04/08/2022,TU711,scheduled,TUN,CARTHAGE,CMN,MOHAMMED V INTL,2022-08-04 08:15,07h,2022-08-04 10:55,09h,,,,,0,0,TU,MOROCCO,TUNISIA
TO4075_04_08_2022_07_40,04/08/2022,04/08/2022,TO4075,scheduled,TUN,CARTHAGE,ORY,ORLY,2022-08-04 08:40,07h,2022-08-04 12:15,11h,,,,,0,0,TO,FRANCE,TUNISIA
AF1085_04_08_2022_08_45,04/08/2022,04/08/2022,AF1085,scheduled,TUN,CARTHAGE,CDG,CHARLES DE GAULLE,2022-08-04 09:45,08h,2022-08-04 13:20,12h,,,,,0,0,AF,FRANCE,TUNISIA
TU404_03_08_2022_09_35,03/08/2022,03/08/2022,TU404,landed,MJI,MITIGA AIRPORT,TUN,CARTHAGE,2022-08-03 10:35,09h,2022-08-03 10:50,09h,,,,,0,0,TU,TUNISIA,LIBYA
TU997_03_08_2022_09_20,03/08/2022,03/08/2022,TU997,landed,NCE,COTE DAZUR,TUN,CARTHAGE,2022-08-03 10:20,10h,2022-08-03 10:55,09h,2022-08-03 11:15,,,,55,55,TU,TUNISIA,FRANCE
TU931_03_08_2022_09_25,03/08/2022,03/08/2022,TU931,landed,MRS,PROVENCE,TUN,CARTHAGE,2022-08-03 10:25,09h,2022-08-03 11:00,10h,,,,,0,0,TU,TUNISIA,FRANCE
TO3772_03_08_2022_09_15,03/08/2022,03/08/2022,TO3772,active,ORY,ORLY,TUN,CARTHAGE,2022-08-03 10:15,09h,2022-08-03 11:45,10h,2022-08-03 10:42,,2022-08-03 10:42,,27,27,TO,TUNISIA,FRANCE
TU717_03_08_2022_09_20,03/08/2022,03/08/2022,TU717,active,ORY,ORLY,TUN,CARTHAGE,2022-08-03 10:20,09h,2022-08-03 11:45,10h,2022-08-03 10:55,,,,35,35,TU,TUNISIA,FRANCE
TU473_03_08_2022_10_45,03/08/2022,03/08/2022,TU473,scheduled,VCE,VENEZIA TESSERA,TUN,CARTHAGE,2022-08-03 11:45,10h,2022-08-03 12:25,11h,2022-08-03 11:53,,,,8,8,TU,TUNISIA,ITALY
TU151_03_08_2022_09_45,03/08/2022,03/08/2022,TU151,active,AMM,QUEEN ALIA INTL,TUN,CARTHAGE,2022-08-03 10:45,09h,2022-08-03 12:35,11h,2022-08-03 10:44,,2022-08-03 10:44,,0,0,TU,TUNISIA,JORDAN
TU757_03_08_2022_10_45,03/08/2022,03/08/2022,TU757,scheduled,MXP,MALPENSA,TUN,CARTHAGE,2022-08-03 11:45,10h,2022-08-03 12:35,11h,,,,,0,0,TU,TUNISIA,ITALY
BJ577_03_08_2022_10_45,03/08/2022,03/08/2022,BJ577,scheduled,SXB,ENTZHEIM,TUN,CARTHAGE,2022-08-03 11:45,10h,2022-08-03 12:50,11h,,,,,0,0,BJ,TUNISIA,FRANCE
BJ511_03_08_2022_10_30,03/08/2022,03/08/2022,BJ511,scheduled,CDG,CHARLES DE GAULLE,TUN,CARTHAGE,2022-08-03 11:30,10h,2022-08-03 13:00,12h,,,,,0,0,BJ,TUNISIA,FRANCE
TU745_03_08_2022_11_30,03/08/2022,03/08/2022,TU745,scheduled,FRA,FRANKFURT MAIN,TUN,CARTHAGE,2022-08-03 12:30,11h,2022-08-03 13:50,12h,,,,,0,0,TU,TUNISIA,GERMANY
BJ397_03_08_2022_11_30,03/08/2022,03/08/2022,BJ397,scheduled,BRU,BRUSSELS NATL,TUN,CARTHAGE,2022-08-03 12:30,11h,2022-08-03 13:55,12h,,,,,0,0,BJ,TUNISIA,BELGIUM
TU789_03_08_2022_11_25,03/08/2022,03/08/2022,TU789,scheduled,BRU,BRUSSELS NATL,TUN,CARTHAGE,2022-08-03 12:25,11h,2022-08-03 14:00,13h,,,,,0,0,TU,TUNISIA,BELGIUM
TU719_03_08_2022_11_40,03/08/2022,03/08/2022,TU719,scheduled,ORY,ORLY,TUN,CARTHAGE,2022-08-03 12:40,11h,2022-08-03 14:05,13h,,,,,0,0,TU,TUNISIA,FRANCE
TO8040_03_08_2022_12_55,03/08/2022,03/08/2022,TO8040,scheduled,MRS,PROVENCE,TUN,CARTHAGE,2022-08-03 13:55,12h,2022-08-03 14:25,13h,,,,,0,0,TO,TUNISIA,FRANCE
BJ515_03_08_2022_13_05,03/08/2022,03/08/2022,BJ515,scheduled,TLS,BLAGNAC,TUN,CARTHAGE,2022-08-03 14:05,13h,2022-08-03 15:00,14h,,,,,0,0,BJ,TUNISIA,FRANCE
AF7358_03_08_2022_13_15,03/08/2022,03/08/2022,AF7358,scheduled,ORY,ORLY,TUN,CARTHAGE,2022-08-03 14:15,13h,2022-08-03 15:40,14h,,,,,0,0,AF,TUNISIA,FRANCE
TU375_03_08_2022_13_35,03/08/2022,03/08/2022,TU375,scheduled,ALG,HOUARI BOUMEDIENE,TUN,CARTHAGE,2022-08-03 14:35,13h,2022-08-03 15:45,14h,,,,,0,0,TU,TUNISIA,ALGERIA
TU515_03_08_2022_15_00,03/08/2022,03/08/2022,TU515,scheduled,BCN,BARCELONA,TUN,CARTHAGE,2022-08-03 16:00,15h,2022-08-03 16:35,15h,,,,,0,0,TU,TUNISIA,SPAIN
TU751_03_08_2022_14_50,03/08/2022,03/08/2022,TU751,scheduled,LYS,SAINT EXUPERY,TUN,CARTHAGE,2022-08-03 15:50,14h,2022-08-03 16:45,15h,,,,,0,0,TU,TUNISIA,FRANCE
BJ4313_03_08_2022_15_25,03/08/2022,03/08/2022,BJ4313,scheduled,AYT,ANTALYA,TUN,CARTHAGE,2022-08-03 16:25,15h,2022-08-03 17:25,16h,,,,,0,0,BJ,TUNISIA,TURKEY
TU283_03_08_2022_15_45,03/08/2022,03/08/2022,TU283,scheduled,TLS,BLAGNAC,TUN,CARTHAGE,2022-08-03 16:45,15h,2022-08-03 17:35,16h,,,,,0,0,TU,TUNISIA,FRANCE
AF1184_03_08_2022_15_20,03/08/2022,03/08/2022,AF1184,scheduled,CDG,CHARLES DE GAULLE,TUN,CARTHAGE,2022-08-03 16:20,15h,2022-08-03 17:45,16h,,,,,0,0,AF,TUNISIA,FRANCE
TO8074_03_08_2022_15_15,03/08/2022,03/08/2022,TO8074,scheduled,ORY,ORLY,TUN,CARTHAGE,2022-08-03 16:15,15h,2022-08-03 17:45,16h,,,,,0,0,TO,TUNISIA,FRANCE
BJ517_03_08_2022_21_10,03/08/2022,03/08/2022,BJ517,scheduled,MRS,PROVENCE,TUN,CARTHAGE,2022-08-03 22:10,21h,2022-08-03 22:50,21h,,,,,0,0,BJ,TUNISIA,FRANCE
TU999_03_08_2022_22_25,03/08/2022,03/08/2022,TU999,scheduled,NCE,COTE DAZUR,TUN,CARTHAGE,2022-08-03 23:25,22h,2022-08-04 00:00,23h,,,,,0,0,TU,TUNISIA,FRANCE
BJ521_03_08_2022_21_55,03/08/2022,03/08/2022,BJ521,scheduled,CDG,CHARLES DE GAULLE,TUN,CARTHAGE,2022-08-03 22:55,21h,2022-08-04 00:25,23h,,,,,0,0,BJ,TUNISIA,FRANCE
TU217_03_08_2022_22_45,03/08/2022,03/08/2022,TU217,scheduled,IST,ATATURK,TUN,CARTHAGE,2022-08-03 23:45,22h,2022-08-04 00:40,23h,,,,,0,0,TU,TUNISIA,TURKEY
AF1784_03_08_2022_22_20,03/08/2022,03/08/2022,AF1784,scheduled,CDG,CHARLES DE GAULLE,TUN,CARTHAGE,2022-08-03 23:20,22h,2022-08-04 00:45,23h,,,,,0,0,AF,TUNISIA,FRANCE
TU706_04_08_2022_01_00,04/08/2022,04/08/2022,TU706,scheduled,CMN,MOHAMMED V INTL,TUN,CARTHAGE,2022-08-04 02:00,01h,2022-08-04 04:25,03h,,,,,0,0,TU,TUNISIA,MOROCCO
TU203_03_08_2022_14_30,03/08/2022,04/08/2022,TU203,scheduled,YUL,PIERRE ELLIOTT TRUDEAU INTL,TUN,CARTHAGE,2022-08-03 15:30,14h,2022-08-04 04:45,03h,,,,,0,0,TU,TUNISIA,CANADA
TO9870_04_08_2022_04_55,04/08/2022,04/08/2022,TO9870,scheduled,LYS,SAINT EXUPERY,TUN,CARTHAGE,2022-08-04 05:55,04h,2022-08-04 06:55,05h,,,,,0,0,TO,TUNISIA,FRANCE
TO4074_04_08_2022_05_25,04/08/2022,04/08/2022,TO4074,scheduled,ORY,ORLY,TUN,CARTHAGE,2022-08-04 06:25,05h,2022-08-04 07:55,06h,,,,,0,0,TO,TUNISIA,FRANCE
AF1084_04_08_2022_06_15,04/08/2022,04/08/2022,AF1084,scheduled,CDG,CHARLES DE GAULLE,TUN,CARTHAGE,2022-08-04 07:15,06h,2022-08-04 08:45,07h,,,,,0,0,AF,TUNISIA,FRANCE
TU700_03_08_2022_15_40,03/08/2022,03/08/2022,TU700,scheduled,TUN,CARTHAGE,GVA,GENEVE COINTRIN,2022-08-03 16:40,15h,2022-08-03 19:35,18h,,,,,0,0,TU,SWITZERLAND,TUNISIA
AF7359_03_08_2022_15_50,03/08/2022,03/08/2022,AF7359,scheduled,TUN,CARTHAGE,ORY,ORLY,2022-08-03 16:50,15h,2022-08-03 20:10,19h,,,,,0,0,AF,FRANCE,TUNISIA
TU903_03_08_2022_16_20,03/08/2022,03/08/2022,TU903,scheduled,MRS,PROVENCE,TUN,CARTHAGE,2022-08-03 17:20,16h,2022-08-03 17:55,16h,,,,,0,0,TU,TUNISIA,FRANCE
BJ587_03_08_2022_16_25,03/08/2022,03/08/2022,BJ587,scheduled,NCE,COTE DAZUR,TUN,CARTHAGE,2022-08-03 17:25,16h,2022-08-03 18:00,17h,,,,,0,0,BJ,TUNISIA,FRANCE
TU543_03_08_2022_16_55,03/08/2022,03/08/2022,TU543,scheduled,MUC,FRANZ JOSEF STRAUSS,TUN,CARTHAGE,2022-08-03 17:55,16h,2022-08-03 19:00,18h,,,,,0,0,TU,TUNISIA,GERMANY
TU216_03_08_2022_16_55,03/08/2022,03/08/2022,TU216,scheduled,TUN,CARTHAGE,IST,ATATURK,2022-08-03 17:55,16h,2022-08-03 22:35,21h,,,,,0,0,TU,TURKEY,TUNISIA
BJ520_03_08_2022_17_25,03/08/2022,03/08/2022,BJ520,scheduled,TUN,CARTHAGE,CDG,CHARLES DE GAULLE,2022-08-03 18:25,17h,2022-08-03 21:55,20h,,,,,0,0,BJ,FRANCE,TUNISIA
TO8075_03_08_2022_17_30,03/08/2022,03/08/2022,TO8075,scheduled,TUN,CARTHAGE,ORY,ORLY,2022-08-03 18:30,17h,2022-08-03 22:05,21h,,,,,0,0,TO,FRANCE,TUNISIA
AF1185_03_08_2022_17_45,03/08/2022,03/08/2022,AF1185,scheduled,TUN,CARTHAGE,CDG,CHARLES DE GAULLE,2022-08-03 18:45,17h,2022-08-03 22:20,21h,,,,,0,0,AF,FRANCE,TUNISIA
BJ516_03_08_2022_17_45,03/08/2022,03/08/2022,BJ516,scheduled,TUN,CARTHAGE,MRS,PROVENCE,2022-08-03 18:45,17h,2022-08-03 21:20,20h,,,,,0,0,BJ,FRANCE,TUNISIA
TU607_03_08_2022_18_25,03/08/2022,03/08/2022,TU607,scheduled,MAD,BARAJAS,TUN,CARTHAGE,2022-08-03 19:25,18h,2022-08-03 20:40,19h,,,,,0,0,TU,TUNISIA,SPAIN
BJ641_03_08_2022_19_30,03/08/2022,03/08/2022,BJ641,scheduled,IST,ATATURK,TUN,CARTHAGE,2022-08-03 20:30,19h,2022-08-03 21:30,20h,,,,,0,0,BJ,TUNISIA,TURKEY
TU527_03_08_2022_18_55,03/08/2022,03/08/2022,TU527,scheduled,DUS,DUSSELDORF,TUN,CARTHAGE,2022-08-03 19:55,18h,2022-08-03 21:30,20h,,,,,0,0,TU,TUNISIA,GERMANY
TU998_03_08_2022_18_55,03/08/2022,03/08/2022,TU998,scheduled,TUN,CARTHAGE,NCE,COTE DAZUR,2022-08-03 19:55,18h,2022-08-03 22:25,21h,,,,,0,0,TU,FRANCE,TUNISIA
TU701_03_08_2022_19_35,03/08/2022,03/08/2022,TU701,scheduled,GVA,GENEVE COINTRIN,TUN,CARTHAGE,2022-08-03 20:35,19h,2022-08-03 21:30,20h,,,,,0,0,TU,TUNISIA,SWITZERLAND
TU723_03_08_2022_19_30,03/08/2022,03/08/2022,TU723,scheduled,ORY,ORLY,TUN,CARTHAGE,2022-08-03 20:30,19h,2022-08-03 21:55,20h,,,,,0,0,TU,TUNISIA,FRANCE
TU217_28_12_2022_23_45,28/12/2022,29/12/2022,TU217,landed,IST,ATATURK,TUN,CARTHAGE,2022-12-28 23:45,23h,2022-12-29 00:40,00h,2022-12-28 23:39,2022-12-29 00:28,2022-12-28 23:39,,0,0,TU,TUNISIA,TURKEY
TU607_28_12_2022_18_25,29/12/2022,29/12/2022,TU607,landed,MAD,BARAJAS,TUN,CARTHAGE,2022-12-28 18:25,00h,2022-12-28 20:40,02h,2022-12-28 21:00,2022-12-29 02:13,2022-12-29 00:25,2022-12-29 02:13,360,333,TU,TUNISIA,SPAIN
TU706_29_12_2022_02_35,29/12/2022,29/12/2022,TU706,active,CMN,MOHAMMED V INTL,TUN,CARTHAGE,2022-12-29 02:35,02h,2022-12-29 05:00,05h,,,,,0,0,TU,TUNISIA,MOROCCO
TU714_29_12_2022_02_10,29/12/2022,29/12/2022,TU714,active,JED,KING ABDULAZIZ INTL,TUN,CARTHAGE,2022-12-29 02:10,03h,2022-12-29 05:05,05h,2022-12-29 03:00,,2022-12-29 03:00,,50,0,TU,TUNISIA,SAUDI ARABIA
TU203_28_12_2022_15_15,28/12/2022,29/12/2022,TU203,active,YUL,PIERRE ELLIOTT TRUDEAU INTL,TUN,CARTHAGE,2022-12-28 15:15,16h,2022-12-29 05:30,06h,2022-12-28 16:00,2022-12-29 06:33,2022-12-28 16:00,,45,63,TU,TUNISIA,CANADA
TO8776_29_12_2022_06_15,29/12/2022,29/12/2022,TO8776,scheduled,LYS,SAINT EXUPERY,TUN,CARTHAGE,2022-12-29 06:15,06h,2022-12-29 08:15,08h,,,,,0,0,TO,TUNISIA,FRANCE
TO8222_29_12_2022_06_30,29/12/2022,29/12/2022,TO8222,scheduled,ORY,ORLY,TUN,CARTHAGE,2022-12-29 06:30,06h,2022-12-29 09:00,09h,,,,,0,0,TO,TUNISIA,FRANCE
TO8284_29_12_2022_07_00,29/12/2022,29/12/2022,TO8284,scheduled,ORY,ORLY,TUN,CARTHAGE,2022-12-29 07:00,07h,2022-12-29 09:30,09h,,,,,0,0,TO,TUNISIA,FRANCE
AF1084_29_12_2022_07_20,29/12/2022,29/12/2022,AF1084,scheduled,CDG,CHARLES DE GAULLE,TUN,CARTHAGE,2022-12-29 07:20,07h,2022-12-29 09:50,09h,,,,,0,0,AF,TUNISIA,FRANCE
TU931_29_12_2022_09_25,29/12/2022,29/12/2022,TU931,scheduled,MRS,PROVENCE,TUN,CARTHAGE,2022-12-29 09:25,09h,2022-12-29 11:00,11h,,,,,0,0,TU,TUNISIA,FRANCE
TU997_29_12_2022_09_30,29/12/2022,29/12/2022,TU997,scheduled,NCE,COTE DAZUR,TUN,CARTHAGE,2022-12-29 09:30,09h,2022-12-29 11:05,11h,,,,,0,0,TU,TUNISIA,FRANCE
TU701_29_12_2022_10_00,29/12/2022,29/12/2022,TU701,scheduled,GVA,GENEVE COINTRIN,TUN,CARTHAGE,2022-12-29 10:00,10h,2022-12-29 11:55,11h,,,,,0,0,TU,TUNISIA,SWITZERLAND
